?cls	?def
<http://purl.obolibrary.org/obo/CHEBI_33318>	"An atom belonging to one of the main groups (found in the s- and p- blocks) of the periodic table."
<http://purl.obolibrary.org/obo/UBERON_0008909>	"Bone element that is adjacent to the notochord."
<http://purl.obolibrary.org/obo/NBO_0000113>	"\"Exhibiting a domineering, assault posture and/or hostile physical action toward inanimate objects.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000106>	"\"Exhibiting a domineering, assault posture and/or hostile physical action toward any type of object.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0012467>	"An anatomical space with no opening to another space or to the exterior."
<http://purl.obolibrary.org/obo/UBERON_0010881>	"A skeletal element that is part of a limb and composed of cartilage tissue."
<http://purl.obolibrary.org/obo/UBERON_0003068>	"The axial mesoderm includes the prechordal mesoderm and the chordamesoderm. It gives rise to the prechordal plate and to the notochord."
<http://purl.obolibrary.org/obo/UBERON_0004711>	"The jugular veins are veins that bring deoxygenated blood from the head back to the heart via the superior vena cava."
<http://purl.obolibrary.org/obo/UBERON_0003860>	"Mesenchyme that is part of a developing hindlimb [Automatically generated definition]."
<http://purl.obolibrary.org/obo/NBO_0000373>	"\"Behavior related to the ability of an animal to determine and to alter its position in the environment.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000372>	"\"Behavior related to the control of the direction of locomotion.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0001891>	"The midbrain is the middle division of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes a ventral part containing the cerebral peduncles and a dorsal tectum containing the corpora quadrigemina and that surrounds the aqueduct of Sylvius connecting the third and fourth ventricles)[GO]."
<http://purl.obolibrary.org/obo/UBERON_0009010>	"Any portion of tissue that surrounds a urethra."
<http://purl.obolibrary.org/obo/NBO_0000707>	"\"An automatism characterised by involuntary movement of the limbs or body such as  fumbling, picking and rubbing.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000705>	"\"Purposeless repetitive motor activities that often occur during a seizure.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/CHEBI_78295>	"Any substance that is distributed in foodstuffs. It includes materials derived from plants or animals, such as vitamins or minerals, as well as environmental contaminants."
<http://purl.obolibrary.org/obo/UBERON_0002460>	"A tributary of the iliac vein that drains the urinary bladder."
<http://purl.obolibrary.org/obo/UBERON_0003462>	"A bone that is part of a facial skeleton [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0002523>	"The innermost layer of a blood vessel which is a lining of endothelial cells facing the lumen[Kardong]."
<http://purl.obolibrary.org/obo/UBERON_0005983>	"The laminar structure of the heart"
<http://purl.obolibrary.org/obo/UBERON_0001169>	"An anatomical wall that is part of a large intestine [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0002506>	"An epithelium that is part of a iris [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0001555>	"A tube extending from the mouth to the anus."
<http://purl.obolibrary.org/obo/UBERON_0003059>	"Unsegmented field of paraxial mesoderm present posterior to the most recently formed somite pair, from which somites will form."
<http://purl.obolibrary.org/obo/UBERON_0004688>	"The costocervical trunk arises from the upper and back part of the subclavian artery, behind the scalenus anterior on the right side, and medial to that muscle on the left side. Passing backward, it splits into the deep cervical artery and the supreme intercostal artery (or the Highest intercostal artery), which descends behind the pleura in front of the necks of the first and second ribs, and anastomoses with the first aortic intercostal (3rd posterior intercostal artery). As it crosses the neck of the first rib it lies medial to the anterior division of the first thoracic nerve, and lateral to the first thoracic ganglion of the sympathetic trunk. In the first intercostal space, it gives off a branch which is distributed in a manner similar to the distribution of the aortic intercostals. The branch for the second intercostal space usually joins with one from the highest aortic intercostal artery. This branch is not constant, but is more commonly found on the right side; when absent, its place is supplied by an intercostal branch from the aorta. Each intercostal gives off a posterior branch which goes to the posterior vertebral muscles, and sends a small spinal branch through the corresponding intervertebral foramen to the medulla spinalis and its membranes. [WP,unvetted]."
<http://purl.obolibrary.org/obo/UBERON_0010294>	"An endothelium that is part of a sclera."
<http://purl.obolibrary.org/obo/UBERON_0002193>	"Anatomical cluster consisting of the hematopoietic system and the lymphoid system, or its analogs."
<http://purl.obolibrary.org/obo/UBERON_0003729>	"A mucous membrane that lines the mouth."
<http://purl.obolibrary.org/obo/UBERON_0003914>	"Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."
<http://purl.obolibrary.org/obo/UBERON_0018674>	"An interconnected tubular multi-tissue structure that contains fluid that is actively transported around the heart."
<http://purl.obolibrary.org/obo/UBERON_0006876>	"A vasculature that is part of a organ."
<http://purl.obolibrary.org/obo/UBERON_0007688>	"Anlagen are populations of contiguous cells, typically arranged in one plane, that are morphologically indistinct, but that already correspond in extent to a later organ/tissue."
<http://purl.obolibrary.org/obo/UBERON_0005733>	"A ring of cells capable of forming a limb."
<http://purl.obolibrary.org/obo/UBERON_0005388>	"An array of photoreceptors and any supporting cells found in an eye."
<http://purl.obolibrary.org/obo/UBERON_0003613>	"An elastic tissue that is part of a circulatory system [Automatically generated definition]."
<http://purl.obolibrary.org/obo/CHEBI_33284>	"A nutrient is a food component that an organism uses to survive and grow."
<http://purl.obolibrary.org/obo/UBERON_0003687>	"In anatomy, in the occipital bone, the foramen magnum is one of the several oval or circular apertures in the base of the skull, through which the medulla oblongata (an extension of the spinal cord) enters and exits the skull vault. Apart from the transmission of the medulla oblongata and its membranes, the foramen magnum transmits the Spinal Accessory nerve, vertebral arteries, the anterior and posterior spinal arteries, the membrana tectoria and alar ligaments. [WP,unvetted]."
<http://purl.obolibrary.org/obo/UBERON_0002072>	"Lowermost layer of the integumentary system in vertebrates. Types of cells that are found in the hypodermis are fibroblasts, adipose cells, and macrophages. It is derived from the mesoderm, but unlike the dermis, it is not derived from the dermatome region of the mesoderm. The hypodermis is used mainly for fat storage[WP]."
<http://purl.obolibrary.org/obo/UBERON_0001417>	"A zone of skin that is part of a neck [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0012180>	"A zone of skin that is part of a craniocervical region."
<http://purl.obolibrary.org/obo/CHEBI_33692>	"Hydrides are chemical compounds of hydrogen with other chemical elements."
<http://purl.obolibrary.org/obo/NBO_0000596>	"\"Posture distinguished by a faltering gait while walking and/or a swaying motion of the trunk or head while resting.\" [JAX:<new dbxref>]"
<http://purl.obolibrary.org/obo/NBO_0000595>	"\"Observable characteristic of behavior related with the Intentionally or habitually assumed arrangement of the body and its limbs.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/PATO_0001018>	"A quality of a physical entity that exists through action of continuants at the physical level of organisation in relation to other entities."
<http://purl.obolibrary.org/obo/UBERON_0001781>	"Any of the layers that make up the retina[MP]."
<http://purl.obolibrary.org/obo/UBERON_0011004>	"A cartilage element that is part of a splanchnocranium."
<http://purl.obolibrary.org/obo/UBERON_0003346>	"A mucosa that is part of a rectum [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0004734>	"Organism at the gastrula stage."
<http://purl.obolibrary.org/obo/UBERON_0003594>	"A portion of connective tissue that is part of a pelvis [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0006966>	"A capillary that is part of the coronary system."
<http://purl.obolibrary.org/obo/UBERON_0001982>	"Any of the smallest blood vessels connecting arterioles with venules."
<http://purl.obolibrary.org/obo/NBO_0015007>	"Smoking behavior that involves burning a substance such as tobacco wrapped in paper and inhaling the smoke."
<http://purl.obolibrary.org/obo/UBERON_0001979>	"One of the minute vessels that collect deoxygenated blood from the capillary plexuses returns it to the veins"
<http://purl.obolibrary.org/obo/UBERON_0003055>	"A temporary epithelium that derives from the outer layer of the ectdoerm and is shed once the inner layer differentiates to form a true epidermis."
<http://purl.obolibrary.org/obo/GO_0051602>	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electrical stimulus."
<http://purl.obolibrary.org/obo/CHEBI_33560>	"Any main group element atom belonging to the p-block of the periodic table."
<http://purl.obolibrary.org/obo/UBERON_0007282>	"A presumptive structure that has the potential to develop into a presomitic mesoderm."
<http://purl.obolibrary.org/obo/UBERON_0007719>	"A bone that is part of a reproductive organ."
<http://purl.obolibrary.org/obo/UBERON_0005290>	"The posterior part of the developing vertebrate hindbrain or the corresponding part of the adult brain composed of the medulla oblongata and a portion of the fourth ventricle; as well as the glossopharyngeal nerve (CN IX), vagus nerve (CN X), accessory nerve (CN XI), hypoglossal nerve (CN XII), and a portion of the vestibulocochlear nerve (CN VIII).[BTO,WP]."
<http://purl.obolibrary.org/obo/UBERON_0004733>	"An organ subunit that is part of a hindbrain [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0013757>	"A blood that is part of a capillary."
<http://purl.obolibrary.org/obo/GO_0050878>	"Any process that modulates the levels of body fluids."
<http://purl.obolibrary.org/obo/GO_0065008>	"Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."
<http://purl.obolibrary.org/obo/UBERON_0005085>	"An ectodermal placode is a thickening of the ectoderm that is the primordium of many structures derived from the ectoderm[GO]"
<http://purl.obolibrary.org/obo/NBO_0050000>	"A feeding behavior during which an animal ingests biomass produced by a plant or other primary producer"
<http://purl.obolibrary.org/obo/NBO_0000079>	"The act of bringing an object or substance into the body by swallowing, surrounding or absorbing it [NBO:SMAC]"
<http://purl.obolibrary.org/obo/UBERON_0001980>	"The smallest division of the artery located between the muscular arteries and the capillaries[GO]."
<http://purl.obolibrary.org/obo/NBO_0000559>	"\"Behavior related to the activity in which a mother cleans or maintains the body or the appearance of her offsprings.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000450>	"\"Behavior related to the activity in which individuals in a group clean or maintain one another's body or appearance.\" [wikipedia:Social_grooming]"
<http://purl.obolibrary.org/obo/UBERON_0036214>	"An anatomical junction that is between the sigmoid colon and rectum."
<http://purl.obolibrary.org/obo/NBO_0000200>	"\"An implicit memory effect in which exposure to a stimulus influences response to a later stimulus.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0003831>	"Any muscle organ that is part of a respiratory system [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0000057>	"the fibromuscular tubular canal through which urine is discharged from the bladder to the exterior via the external urinary meatus; in males, the urethra is joined by the ejaculatory ducts and serves as a passageway for semen during ejaculation, as well as a canal for urine during voiding; in females, the urethra is shorter and emerges above the vaginal opening"
<http://purl.obolibrary.org/obo/BFO_0000003>	"An entity that has temporal parts and that happens, unfolds or develops through time."@en
<http://purl.obolibrary.org/obo/NBO_0000461>	"\"The perception of familiar objects as approximately the same size regardless of their distance from the observer.\" [Jrank:http\\://science.jrank.org/pages/5094/Perception.html]"
<http://purl.obolibrary.org/obo/NBO_0000225>	"\"Perception of objects remains the same despite changes in their image on the retina.\" [:http\\://science.jrank.org/pages/5094/Perception.html]"
<http://purl.obolibrary.org/obo/UBERON_0006595>	"Presumptive structure of the blastula that will develop into endoderm."
<http://purl.obolibrary.org/obo/UBERON_0001804>	"the elastic, clear, membrane-like structure, that is outer most layer of the lens"
<http://purl.obolibrary.org/obo/NBO_0020079>	"Emission of signals in such a way as to prevent effective use of signals emitted by other parties."@en
<http://purl.obolibrary.org/obo/UBERON_0004848>	"An endothelium of artery that is part of a respiratory system [Automatically generated definition]."
<http://purl.obolibrary.org/obo/GO_0040011>	"Self-propelled movement of a cell or organism from one location to another."
<http://purl.obolibrary.org/obo/UBERON_0004732>	"Any segmental subdivision of a nervous system. Includes metameric developmental segments, such as vertebrates neuromeres."
<http://purl.obolibrary.org/obo/UBERON_0003848>	"In medicine, gonadal vein refers to the blood vessel that carrying blood away from the gonad (testis, ovary) toward the heart. Females : ovarian vein Males : testicular vein [WP,unvetted]."
<http://purl.obolibrary.org/obo/UBERON_0003531>	"A zone of skin that is part of a forelimb [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0011198>	"A muscle layer that is part of a large intestine."
<http://purl.obolibrary.org/obo/CHEBI_76946>	"Any eukaryotic metabolite produced during a metabolic reaction in fungi, the kingdom that includes microorganisms such as the yeasts and moulds."
<http://purl.obolibrary.org/obo/CHEBI_75763>	"Any  metabolite produced during a metabolic reaction in eukaryotes, the taxon that include members of the fungi, plantae and animalia kingdoms."
<http://purl.obolibrary.org/obo/UBERON_0004176>	"The external genitalia are the outer sex organs, such as the penis or vulva in mammals"
<http://purl.obolibrary.org/obo/CHEBI_33832>	"Any organic molecule that consists of atoms connected in the form of a ring."
<http://purl.obolibrary.org/obo/UBERON_0003684>	"The part of the ventral body cavity that is within the abdomen proper (excluding the pelvic cavity)."
<http://purl.obolibrary.org/obo/UBERON_0004492>	"A portion of cardiac muscle tissue that is part of a cardiac septum [Automatically generated definition]."
<http://purl.obolibrary.org/obo/NBO_0000304>	"\"Behavior related with the gradual loss of information and experiences stored in the memory of an organism.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0002200>	"Vasculature that is part of a head [Automatically generated definition]."
<http://purl.obolibrary.org/obo/NBO_0000188>	"\"Non-declarative memory type of memory, which does not need to involve conscious awareness in the act of recollection.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000181>	"\"This type of memory, lasting hours to months, critically depends on a transfer of the information from short term memory using repeated rehearsal.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0009751>	"The embryonic connective tissue made up of loosely aggregated mesenchymal cells, supported by interlaminar jelly, that gives rise to the developing cardiac structures"
<http://purl.obolibrary.org/obo/NBO_0000090>	"Behavior directed at a predator that signifies hostility and predicts an increased probability of attack [NBO:SMAC]"
<http://purl.obolibrary.org/obo/NBO_0000087>	"\"Behavior related to defence against predation or predators.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000424>	"\"A NREM parasomnia characterised by abrupt awakening from sleep with behavior consistent with terror and a temporary inability to regain full consciousness.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0004062>	"The outermost layer of the neural tube that consists of axons from the developing mantle layer and will form the white matter"
<http://purl.obolibrary.org/obo/UBERON_0000931>	"Inward fold on the surface of the embryonic ectoderm that develops into an ectodermal terminal part of the digestive tract."
<http://purl.obolibrary.org/obo/CHEBI_35470>	"A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system."
<http://purl.obolibrary.org/obo/GO_0060004>	"An automatic response to a stimulus beginning with a nerve impulse from a receptor and ending with the action of an effector such as a gland or a muscle. Signaling never reaches a level of consciousness."
<http://purl.obolibrary.org/obo/UBERON_0009617>	"Bilateral mesenchymal mesoderm parallel and immediately adjacent to the neural tube/notochord; it generates a subset of extra-ocular, and other head, muscles."
<http://purl.obolibrary.org/obo/UBERON_0006909>	"An anatomical space that surrounded_by a digestive tract."
<http://purl.obolibrary.org/obo/UBERON_0007271>	"Any collection of muscles that is part of an appendage."
<http://purl.obolibrary.org/obo/UBERON_0014793>	"Any collection of muscles that is part of a pectoral complex. The pectoral complex comprises the pectoral girdle and the associated limb or fin."
<http://purl.obolibrary.org/obo/UBERON_0004765>	"Organ consisting of skeletal tissue. Encompasses whole bones, fused bones, cartilaginious elements, teeth, dermal denticles."
<http://purl.obolibrary.org/obo/UBERON_0005216>	"An external ectoderm that is part of a optic eminence [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0001208>	"A submucosa that is part of a large intestine [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0002408>	"Parietal serous membrane which is part of the pericardium and forms the outer layer of the pericardial sac."
<http://purl.obolibrary.org/obo/NBO_0002660>	"\"A regulation of drinking behavior process associated with the preference over the type of liquids that are consumed. \" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0045003>	"The inhalation and exhalation of tobacco aerosol, referred to as vapor, which is produced by an e-cigarette or other device."
<http://purl.obolibrary.org/obo/UBERON_0002166>	"Endocardium that is part of the atrium."
<http://purl.obolibrary.org/obo/UBERON_0001802>	"any of the parts of the eye that lie in back of, or dorsal to, the lens (but not inclusive)"
<http://purl.obolibrary.org/obo/UBERON_0007616>	"A thin, loose vascular connective tissue that makes up the membranes surrounding joints and the sheaths protecting tendons (particularly flexor tendons in the hands and feet) where they pass over bony prominences. Synovial tissue contains synovial cells, which secrete a viscous liquid called synovial fluid; this liquid contains protein and hyaluronic acid and serves as a lubricant and nutrient for the joint cartilage surfaces[BTO]. Synovial tissue can be found in tendons (tissues that connect muscle to bone), bursae (fluid-filled, cushioning sacs found in spaces between tendons, ligaments, and bones), and the cavity (hollow enclosed area) that separates the bones of a freely movable joint, such as the knee or elbow[BTO]."
<http://purl.obolibrary.org/obo/NBO_0000053>	"Exposure of body to sunlight, either by modification of body posture, by movement to specific areas or both [NBO:SMAC]"
<http://purl.obolibrary.org/obo/GO_0032501>	"Any biological process, occurring at the level of a multicellular organism, pertinent to its function."
<http://purl.obolibrary.org/obo/GO_0050877>	"A organ system process carried out by any of the organs or tissues of neurological system."
<http://purl.obolibrary.org/obo/UBERON_0008307>	"An endothelium that is part of a heart [Automatically generated definition]."
<http://purl.obolibrary.org/obo/GO_0050974>	"The series of events in which a mechanical stimulus is received and converted into a molecular signal as part of sensory perception."
<http://purl.obolibrary.org/obo/UBERON_0005389>	"A transparent structure that is part of a visual sense organ, the function of which is to direct or focus light onto a photoreceptor array."
<http://purl.obolibrary.org/obo/NBO_0000024>	"\"Behavior related to the readily reversible state of reduced awareness and metabolic activity that occurs periodically in many animals.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0010708>	"Appendage girdle complex that when present, encompasses the pectoral appendicular skeleton and the pectoral girdle."
<http://purl.obolibrary.org/obo/UBERON_0000174>	"A portion of organism substance that is the product of an excretion process that will be eliminated from the body. An excretion process is elimination by an organism of the waste products that arise as a result of metabolic activity"
<http://purl.obolibrary.org/obo/NBO_0000647>	"\"A partial seizure which affect only a small region of the brain, often the temporal lobes and/or hippocampi whilst consciousness is unaffected.\" [wikipedia:http\\://en.wikipedia.org/wiki/Simple_partial_seizure]"
<http://purl.obolibrary.org/obo/UBERON_0005090>	"Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms[GO]."
<http://purl.obolibrary.org/obo/NBO_0020182>	"Increasing intensity of directed agonistic behavior."@en
<http://purl.obolibrary.org/obo/UBERON_0034706>	"An epithelium that is undergoing proliferation to provide large numbers of neuronal cells."
<http://purl.obolibrary.org/obo/UBERON_0015165>	"An eye consisting of multiple light-sensing organs"
<http://purl.obolibrary.org/obo/UBERON_0016553>	"Any mucus produced by a mucosae of the respiratory system. This includes the mucus produced in the nasal cavity (nasal mucus) and mucus produced in the respiratory tract (phlegm)."
<http://purl.obolibrary.org/obo/UBERON_0001245>	"Orifice at the opposite end of an animal's digestive tract from the mouth. Its function is to expel feces, unwanted semi-solid matter produced during digestion, which, depending on the type of animal, may be one or more of: matter which the animal cannot digest, such as bones; food material after all the nutrients have been extracted, for example cellulose or lignin; ingested matter which would be toxic if it remained in the digestive tract; and dead or excess gut bacteria and other endosymbionts."
<http://purl.obolibrary.org/obo/CHEBI_52092>	"An organic anion that is the conjugate base of ethanol."
<http://purl.obolibrary.org/obo/CHEBI_25696>	"Any organic ion with a net negative charge."
<http://purl.obolibrary.org/obo/UBERON_0001013>	"Portion of connective tissue composed of adipocytes enmeshed in areolar tissue"
<http://purl.obolibrary.org/obo/UBERON_0000071>	"End of the life of an organism."
<http://purl.obolibrary.org/obo/CHEBI_17891>	"A molecular entity that can transfer (\"donate\") an electron, a pair of electrons, an atom or a group to another molecular entity."
<http://purl.obolibrary.org/obo/UBERON_0000015>	"A non-material anatomical entity of two dimensions. Anatomical boundaries are contiguous structures."
<http://purl.obolibrary.org/obo/CHEBI_38633>	"An agent that inhibits sodium influx through cell membranes."
<http://purl.obolibrary.org/obo/NBO_0000016>	"\"Behavior relate to the usually upward movement off the ground or other surface through sudden muscular effort in the legs.\" [GO:0007630]"
<http://purl.obolibrary.org/obo/UBERON_0011772>	"An anatomical space that is part of a bone of lower jaw."
<http://purl.obolibrary.org/obo/UBERON_0007383>	"Outermost layer of cells surrounding the embryo."
<http://purl.obolibrary.org/obo/NBO_0000276>	"\"A behavioral interaction between organisms in which one organism exhibits aggression using vocal or verbal means.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0007390>	"A cartilage tissue that is part of a pectoral appendage."
<http://purl.obolibrary.org/obo/UBERON_0006815>	"Loose connective tissue located at the outer and inner layers of organs. Examples: submucosal connective tissue, tunica adventitia of artery, papillary dermis, superficial fascia of dorsum of hand."
<http://purl.obolibrary.org/obo/GO_0051046>	"Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."
<http://purl.obolibrary.org/obo/GO_0051049>	"Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
<http://purl.obolibrary.org/obo/NBO_0000512>	"\"A sleep paralysis which upon awakening, the person becomes aware before the REM cycle is complete,.\" [wikipedia:Sleep_paralysis]"
<http://purl.obolibrary.org/obo/UBERON_0003314>	"Mesenchyme that is part of a developing camera-type eye."
<http://purl.obolibrary.org/obo/UBERON_0004464>	"Any collection of muscles that is part of a thorax [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0003918>	"Kidney mesenchyme is the tissue made up of loosely connected mesenchymal cells in the kidney[GO]."
<http://purl.obolibrary.org/obo/UBERON_0007277>	"The rhombencephalon (or hindbrain) is a developmental categorization of portions of the central nervous system in vertebrates. The rhombencephalon can be subdivided in a variable number of transversal swellings called rhombomeres. In the human embryo eight rhombomeres can be distinguished, from caudal to rostral: Rh7-Rh1 and the isthmus (the most rostral rhombomere). A rare disease of the rhombencephalon, 'rhombencephalosynapsis' is characterized by a missing vermis resulting in a fused cerebellum. Patients generally present with cerebellar ataxia. The caudal rhombencephalon has been generally considered as the initiation site for neural tube closure."
<http://purl.obolibrary.org/obo/PATO_0000051>	"A quality of a single physical entity inhering in the bearer by virtue of the bearer's size or shape or structure."
<http://purl.obolibrary.org/obo/CHEBI_24433>	"A defined linked collection of atoms or a single atom within a molecular entity."
<http://purl.obolibrary.org/obo/UBERON_0002190>	"A portion of adipose tissue that is part of the hypodermis, beneath the dermis."
<http://purl.obolibrary.org/obo/UBERON_0003388>	"A mesothelium that is part of a pericardium [Automatically generated definition]."
<http://purl.obolibrary.org/obo/NBO_0020292>	"Suite of behaviors involved in securing a prey item once it has been located."@en
<http://purl.obolibrary.org/obo/GO_0002120>	"OBSOLETE. Aggressive behavior involving attack on prey by a predator."
<http://purl.obolibrary.org/obo/UBERON_0007473>	"The space within an epithelial sphere."
<http://purl.obolibrary.org/obo/UBERON_0001007>	"Anatomical system that has as its parts the organs devoted to the ingestion, digestion, and assimilation of food and the discharge of residual wastes."
<http://purl.obolibrary.org/obo/NBO_0000239>	"\"Any process which modulates the physical craving for food over long term food deprivation.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0005598>	"A somite that is part of a trunk."
<http://purl.obolibrary.org/obo/CHEBI_36342>	"A particle smaller than an atom."
<http://purl.obolibrary.org/obo/NBO_0000493>	"\"A sleeping behavior phenotype that involve abnormal and unnatural movements, emotions, perceptions, and dreams that occur while falling asleep, sleeping, between sleep stages, or during arousal from sleep.\" [wikipedia:Parasomnia]"
<http://purl.obolibrary.org/obo/UBERON_0003511>	"A blood vessel that is part of a iris [Automatically generated definition]."
<http://purl.obolibrary.org/obo/CHEBI_50584>	"An aliphatic alcohol in which the aliphatic alkane chain is substituted by a hydroxy group at unspecified position."
<http://purl.obolibrary.org/obo/UBERON_0001484>	"An articular capsule (or joint capsule) is an envelope surrounding a synovial joint. [WP,unvetted]."
<http://purl.obolibrary.org/obo/PATO_0000470>	"An amount which is relatively high."
<http://purl.obolibrary.org/obo/UBERON_0012475>	"The collection of all skeletal elements in a pectoral complex - i.e. the combination of free limb or fin plus pectoral girdle."
<http://purl.obolibrary.org/obo/GO_0007605>	"The series of events required for an organism to receive an auditory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Sonic stimuli are detected in the form of vibrations and are processed to form a sound."
<http://purl.obolibrary.org/obo/NBO_0000735>	"\"A type of seizure induced by lower than normal level of blood calcium levels.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000686>	"\"Paroxysmal events that mimic an epileptic seizure but do not involve abnormal, rhythmic discharges of cortical neurons.\" [wikipedia:http\\://en.wikipedia.org/wiki/Non-epileptic_seizure]"
<http://purl.obolibrary.org/obo/UBERON_0004797>	"Any of the tissue layers that comprise a blood vessel. Examples: tunica media, tunica adventitia."
<http://purl.obolibrary.org/obo/UBERON_0002099>	"The thin membranous structure between the two heart atria or the thick muscular structure between the two heart ventricles."
<http://purl.obolibrary.org/obo/UBERON_0007270>	"Any collection of muscles that is part of a pelvic appendage."
<http://purl.obolibrary.org/obo/UBERON_0004141>	"An epithelial tube that will give rise to the mature heart."
<http://purl.obolibrary.org/obo/UBERON_0002090>	"The postcranial subdivision of skeleton structural components forming the long axis of the vertebrate body; in Danio, consisting of the notochord, vertebrae, ribs, supraneurals, intermuscular bones, and unpaired median fins; in human consists of the bones of the vertebral column, the thoracic cage and the pelvis[ZFA+FMA]."
<http://purl.obolibrary.org/obo/UBERON_0002385>	"Muscle tissue is a contractile tissue made up of actin and myosin fibers[GO]."
<http://purl.obolibrary.org/obo/GO_0050955>	"The series of events required for an organism to receive a temperature stimulus, convert it to a molecular signal, and recognize and characterize the signal. Thermoception in larger animals is mainly done in the skin; mammals have at least two types of sensor, for detecting heat (temperatures above body temperature) and cold (temperatures below body temperature)."
<http://purl.obolibrary.org/obo/UBERON_0000108>	"An early stage of embryonic development in animals. It is produced by cleavage of a fertilized ovum and consists of a spherical layer of around 128 cells surrounding a central fluid-filled cavity called the blastocoel. The blastula follows the morula and precedes the gastrula in the developmental sequence."
<http://purl.obolibrary.org/obo/UBERON_0003128>	"Upper portion of the skull that excludes the mandible (when present in the organism)."
<http://purl.obolibrary.org/obo/UBERON_0011107>	"A synovial joint that is part of a pelvic girdle region."
<http://purl.obolibrary.org/obo/NBO_0009002>	"Deactiviation of locomotory behavior."
<http://purl.obolibrary.org/obo/NBO_0000338>	"\"Movement behavior of the body or its parts.\""
<http://purl.obolibrary.org/obo/UBERON_0003834>	"A blood vessel that is part of a thorax [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0005985>	"Any of the arteries or veins that supply blood to the heart or return blood from the heart muscles to the circulation"
<http://purl.obolibrary.org/obo/UBERON_0003331>	"A submucosa that is part of a colon [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0004471>	"A subdivision of the musculature of the body in the pectoral girdle region. Includes pectoral and shoulder muscles."
<http://purl.obolibrary.org/obo/NBO_0000104>	"\"Exhibiting a domineering, assault posture and/or hostile physical action towards humans.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000105>	"\"Exhibiting a domineering, assault posture and/or hostile physical action towards animals.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0006238>	"The embryonic precursor of the brain."
<http://purl.obolibrary.org/obo/NBO_0000364>	"\"Behavior related to the locomotion of animals in trees.\" [wikipedia:Arboreal_locomotion]"
<http://purl.obolibrary.org/obo/NBO_0000368>	"\"Behavior related to the ascending a steep object.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0008998>	"System pertaining to blood vessels in the brain."
<http://purl.obolibrary.org/obo/UBERON_0000355>	"A mucosa that is part of a pharynx [Automatically generated definition]."
