?cls	?def
<http://purl.obolibrary.org/obo/MAXO_0000514>	"A respiratory support system used to remove mucus and clear airway by oscillating pressure on the chest."
<http://purl.obolibrary.org/obo/MAXO_0000516>	"Chest physical therapy (CPT or Chest PT) is an airway clearance technique (ACT) to drain the lungs, and may include percussion (clapping), vibration, deep breathing, and huffing or coughing."
<http://purl.obolibrary.org/obo/MAXO_0000446>	"A synthetic analogue of vasopressin in which 3-mercaptopropionic acid replaces the cysteine residue at position 1 and D-arginine replaces the residue at position 8. An antidiuretic, it increases urine concentration and decreases urine production, and is used (usually as the trihydrate of the acetic acid salt) to prevent and control excessive thirst, urination, and dehydration caused by injury, surgery, and certain medical conditions. It is also used in the diagnosis and treatment of cranial diabetes insipidus and in tests of renal function."
<http://purl.obolibrary.org/obo/MAXO_0000269>	"H2-receptor antagonists are the drugs that selectively bind to but do not activate histamine H2 receptors, thereby blocking the actions of endogenous histamine."
<http://purl.obolibrary.org/obo/MAXO_0000560>	"Detection of interferon-gamma, a cytokine that indicates an inflammatory response."
<http://purl.obolibrary.org/obo/MAXO_0000016>	"Cell therapy is therapy in which cellular material is injected into a patient."
<http://purl.obolibrary.org/obo/MAXO_0000237>	"Use of any of a group of agents that includes retinol (Vitamin A) and related compounds with potential antineoplastic and/or chemopreventive activities."
<http://purl.obolibrary.org/obo/MAXO_0000751>	"The systematic collection, analysis, and interpretation of health data on an ongoing basis."
<http://purl.obolibrary.org/obo/MAXO_0000458>	"Hydrotherapy is the external or internal use of water in any of its forms (water, ice, steam) for health promotion or treatment of various diseases with various temperatures, pressure, duration, and site."
<http://purl.obolibrary.org/obo/MAXO_0000205>	"Treatment with a drug that can regulate intracellular calcium levels."
<http://purl.obolibrary.org/obo/MAXO_0000251>	"Nucleoside reverse transcriptase inhibitors (NRTIs) block reverse transcriptase (an HIV enzyme)."
<http://purl.obolibrary.org/obo/MAXO_0000679>	"An evaluation with a specialist who has expertise in the diagnosis and management of clinical conditions that occur during sleep, that disturb sleep, or that are affected by disturbances in the wake-sleep cycle. This specialist is skilled in the analysis and interpretation of comprehensive polysomnography, and well versed in emerging research and management of a sleep laboratory."
<http://purl.obolibrary.org/obo/MAXO_0000693>	"An evaluation by an internist who treats diseases of the lungs and airways. The specialist diagnoses and treats cancer, pneumonia, pleurisy, asthma, occupational and environmental diseases, bronchitis, sleep disorders, emphysema and other complex disorders of the lungs."
<http://purl.obolibrary.org/obo/MAXO_0000615>	"A technique for analyzing or identifying proteins immobilized on a filter by complementary reaction with specific antibodies."
<http://purl.obolibrary.org/obo/MAXO_0000195>	"Treatment with any member of a group of drugs that reversibly inhibit the propagation of signals along nerves. Wide variations in potency, stability, toxicity, water-solubility and duration of action determine the route used for administration, e.g. topical, intravenous, epidural or spinal block."
<http://purl.obolibrary.org/obo/MAXO_0000170>	"A therapy utilizing a substance which produces loss of feeling or sensation."
<http://purl.obolibrary.org/obo/MAXO_0000661>	"Use of a drug that activates the action of N-methyl-D-aspartate (NMDA) receptors."
<http://purl.obolibrary.org/obo/MAXO_0000539>	"Screening with a swab from the vaginal and rectal areas in late pregnancy to test for the presence of Group B streptococcal infection."
<http://purl.obolibrary.org/obo/MAXO_0000163>	"Treatment with a drug that alleviates anxiety, tension, and anxiety disorders, promote sedation, and have a calming effect without affecting the clarity of consciousness or neurologic conditions."
<http://purl.obolibrary.org/obo/MAXO_0000729>	"A procedure that uses sound waves to create a video image of the pelvic organs and tissues. A small, lubricated probe placed into the rectum releases sound waves, which create echoes as they enter a pelvic organ. The echoes that bounce back are sent to a computer that translates the pattern of echoes into a picture of the specific organ under examination. This procedure is most often used to evaluate the prostate gland."
<http://purl.obolibrary.org/obo/MAXO_0000559>	"Detection of TNF-alpha levels, a cytokine involved in systemic inflammation."
<http://purl.obolibrary.org/obo/MAXO_0000633>	"Treatment of allergic reactions with medications."
<http://purl.obolibrary.org/obo/MAXO_0000527>	"A systemic evaluation of the body and its functions using visual inspection, palpation, percussion and auscultation. The purpose is to determine the presence or absence of physical signs of disease or abnormality for an individual's health assessment."
<http://purl.obolibrary.org/obo/MAXO_0000218>	"Medication given to prevent or deter a patient from using a substance."
<http://purl.obolibrary.org/obo/MAXO_0000573>	"Treatment of retroviral infections with medications that target the virus directly, limiting the ability of infected cells to produce new virus particles."
<http://purl.obolibrary.org/obo/MAXO_0000144>	"Technique or procedure used for the study of the microanatomy of tissues and their cellular structure for the diagnosis or treatment of a disease."
<http://purl.obolibrary.org/obo/MAXO_0000541>	"A screening measurement in which the maternal blood levels of alpha-fetoprotein, unconjugated estriol, human chorionic gonadotrophin and Inhibin A are calculated. These are then evaluated in relation to the mother's age, weight and fetal gestational age."
<http://purl.obolibrary.org/obo/MAXO_0000296>	"Use of a substance that augments, stimulates, activates, potentiates, or modulates the immune response at either the cellular or humoral level."
<http://purl.obolibrary.org/obo/MAXO_0000043>	"Avoidance of an illness or infection that can be spread from person to person, animal to person, animal to animal or person to animal by taking precautionary measures, such as good hygiene practices or vaccines."
<http://purl.obolibrary.org/obo/MAXO_0000042>	"A clinical recommendation to avoid preventable diseases by vaccination or otherwise lowering risk for certain diseases."
<http://purl.obolibrary.org/obo/MAXO_0000439>	"Treatment with a medication that increases the extracellular level of the neurotransmitter serotonin (5-HT) by inhibiting its reuptake into the presynaptic cell."
<http://purl.obolibrary.org/obo/MAXO_0000087>	"A therapeutic method of manipulation, methodical pressure, friction, and kneading of the body."
<http://purl.obolibrary.org/obo/MAXO_0000485>	"A bone fixation technique using an external fixator for lengthening limbs, correcting pseudarthroses and other deformities, and assisting the healing of otherwise hopeless traumatic or pathological fractures and infections, such as chronic osteomyelitis."
<http://purl.obolibrary.org/obo/MAXO_0000098>	"Abstinence from all or some kinds of food or drink, particularly for religious observance, medical nutrition therapy, or prior to a medical procedure."
<http://purl.obolibrary.org/obo/MAXO_0000585>	"Any laboratory procedure for growing microorganisms."
<http://purl.obolibrary.org/obo/MAXO_0000678>	"An evaluation a specialist focuses on preventing, diagnosing, and treating injuries related to participating in sports and/or exercise. In addition to the study of those fields that focus on prevention, diagnosis, treatment, and management of injuries, Sports Medicine specialists also deal with illnesses and diseases that might have effects on health and physical performance."
<http://purl.obolibrary.org/obo/MAXO_0000200>	"Use of a drug with a macrocyclic lactone with a ring of twelve or more members which exhibits antibiotic activity."
<http://purl.obolibrary.org/obo/MAXO_0000642>	"Treatment to induce vomiting and nausea usually administered in emergency situations after ingestion of a toxin."
<http://purl.obolibrary.org/obo/MAXO_0000721>	"Evaluation by a specialist who focuses on the operative, perioperative, and surgical critical care of patients with acquired and congenital pathologic conditions within the chest."
<http://purl.obolibrary.org/obo/MAXO_0000610>	"A highly sensitive technique for detecting and measuring antigens or antibodies in a solution; the solution is run over a surface to which immobilized antibodies specific to the substance have been attached, and if the substance is present, it will bind to the antibody layer, and its presence is verified and visualized with an application of antibodies that have been tagged in some way."
<http://purl.obolibrary.org/obo/MAXO_0000476>	"Left cardiac sympathetic denervation (LCSD) is a surgical antiadrenergic intervention with a strong antiarrhythmic effect. LCSD consists in the removal of the left thoracic sympathetic chain and paravertebral ganglia from T1 to T4."
<http://purl.obolibrary.org/obo/MAXO_0000079>	"The process whereby an expert in hereditary disorders provides information about risk and clinical burden of a disorder or disorders to patients or relatives in families with genetic disorders as an aid to making informed and responsible decisions about marriage, children, early diagnosis, and handling disability."
<http://purl.obolibrary.org/obo/MAXO_0000586>	"A type of mechanical ventilation using endotracheal intubation."
<http://purl.obolibrary.org/obo/MAXO_0000508>	"A technique of mechanical ventilation in which the lungs are insufflated with an oxygenated perfluorochemical liquid rather than an oxygen-containing gas mixture."
<http://purl.obolibrary.org/obo/MAXO_0000743>	"Treatment with sulfonamide urea derivatives with antihyperglycemic activity."
<http://purl.obolibrary.org/obo/MAXO_0000554>	"Detection of interleukin-1 beta levels, an IL-1 cytokine family protein, secreted by macrophages and a mediator of inflammatory response."
<http://purl.obolibrary.org/obo/MAXO_0000775>	"Exclusively feeding an infant formula in efforts to prevent allergic reactions, intolerances, or communication of diseases (i.e. HIV) through feeding human milk."
<http://purl.obolibrary.org/obo/MAXO_0000580>	"The determination of the unmeasured anions (those other than the chloride and bicarbonate anions) present in a sample."
<http://purl.obolibrary.org/obo/MAXO_0000152>	"Administration of intravenous infusions of alpha-1 proteinase inhibitor at regular schedules is a specific therapy for individuals with alpha-1 antitrypsin deficiency (AATD) with pulmonary involvement."
<http://purl.obolibrary.org/obo/MAXO_0000671>	"An evaluation by a physician with training and expertise in the diagnosis and medical/surgical management of diseases of the skin, hair and nails, and mucous membranes."
<http://purl.obolibrary.org/obo/MAXO_0000498>	"An intra-arterial method of monitoring blood pressure."
<http://purl.obolibrary.org/obo/MAXO_0000711>	"Evaluation by a specialist who provides comprehensive care to patients with cardiovascular problems. This specialist is skilled in selecting, performing, and evaluating the structural and functional assessment of the heart and blood vessels, and the clinical evaluation of cardiovascular disease."
<http://purl.obolibrary.org/obo/MAXO_0000466>	"A minimally-invasive procedure that permits sampling of breast ductal fluids for cytopathologic analysis."
<http://purl.obolibrary.org/obo/MAXO_0000655>	"Use of a drug that inhibits angiotensin-converting enzyme (ACE) 1, an enzyme that catalyzes the conversion of angiotensin I to angiotensin II."
<http://purl.obolibrary.org/obo/MAXO_0000157>	"Treatment with a drug used in the treatment of Parkinson's disease."
<http://purl.obolibrary.org/obo/MAXO_0000125>	"Testing conducted utilizing a manual or microprocessor audiometer to test for hearing loss."
<http://purl.obolibrary.org/obo/MAXO_0000599>	"Therapy using a substance used in the treatment of hypotension. A vasopressor agent increases reduced blood pressure."
<http://purl.obolibrary.org/obo/MAXO_0000535>	"Procedure using suction, usually with a thin needle and syringe, to remove bodily fluid or tissue."
<http://purl.obolibrary.org/obo/MAXO_0000710>	"An evaluation by a specialist who provides expert care to infants, children and adolescents who have diseases that result from an abnormality in the endocrine glands (glands which secrete hormones). These diseases include diabetes mellitus, growth failure, unusual size for age, early or late pubertal development, birth defects, the genital region and disorders of the thyroid, the adrenal and pituitary glands."
<http://purl.obolibrary.org/obo/MAXO_0000581>	"A quantitative measurement of the amount of calcium present in a sample, usually serum or urine."
<http://purl.obolibrary.org/obo/MAXO_0000083>	"The practice of piercing specific points on the body with very thin sterile needles in order to relieve pain or induce regional anesthesia."
<http://purl.obolibrary.org/obo/MAXO_0000579>	"A test that measures the amount of oxygen and carbon dioxide in the blood. It may also be used to determine the pH of the blood."
<http://purl.obolibrary.org/obo/MAXO_0000116>	"A behavioral modification or implementation of a behavior designed to prevent smoking."
<http://purl.obolibrary.org/obo/MAXO_0000479>	"A surgical procedure to treat and correct deformities, diseases, and injuries to the skeletal system, its articulations, and associated structures."
<http://purl.obolibrary.org/obo/MAXO_0000226>	"Treatment with a drug to activate the parasympathetic nervous system (PSNS). They can act as direct agonists of acetylcholine receptors (ACh) or indirect agonists of ACh. While direct agonists act by binding directly to muscarinic or nicotinic ACh receptors, indirect agonists prolong the action of endogenous acetylcholine by inhibiting acetylcholinesterase."
<http://purl.obolibrary.org/obo/MAXO_0000225>	"Medication given by mouth or by injection to treat myasthenia gravis."
<http://purl.obolibrary.org/obo/MAXO_0000461>	"Therapy where a substantial part of the body is immersed in warm water to produce a variety of therapeutic effects."
<http://purl.obolibrary.org/obo/MAXO_0000240>	"Treatment with an antimicrobial drug which is used to treat or prevent protozoal infections."
<http://purl.obolibrary.org/obo/MAXO_0000223>	"Use of medication to treat migraine headache symptoms acutely."
<http://purl.obolibrary.org/obo/MAXO_0000636>	"Use of a compound which can be used to treat or alleviate the symptoms of dyskinesia."
<http://purl.obolibrary.org/obo/MAXO_0000682>	"An evaluation by an internist who specializes in diseases of the heart and blood vessels and manages complex cardiac conditions, such as heart attacks and life-threatening, abnormal heartbeat rhythms."
<http://purl.obolibrary.org/obo/MAXO_0000490>	"An assessment of the number of heartbeats per unit time, usually expressed as beats per minute."
<http://purl.obolibrary.org/obo/MAXO_0000604>	"A laboratory procedure that tests the function of an endocrine organ and measures the amount of a hormone present in a sample."
<http://purl.obolibrary.org/obo/MAXO_0000184>	"Treatment with an agent that binds to but does not activate alpha-adrenergic receptors thereby blocking the actions of endogenous or exogenous alpha-adrenergic agonists."
<http://purl.obolibrary.org/obo/MAXO_0000650>	"Treatment with a cardiovascular drug that prevents atherogenesis, the accumulation of lipid-containing plaques on the innermost layers of the arteries."
<http://purl.obolibrary.org/obo/MAXO_0000085>	"An ancient system of practices used to balance the mind and body through exercise, meditation (focusing thoughts), and control of breathing and emotions. Yoga is being studied as a way to relieve stress and treat sleep problems."
<http://purl.obolibrary.org/obo/MAXO_0000594>	"A method to measure very small amounts of RNA transcripts as cDNA targets from tissue, blood, sputum or other body fluids."
<http://purl.obolibrary.org/obo/MAXO_0000769>	"A recommendation to maintain a vegetarian diet for health reasons."
<http://purl.obolibrary.org/obo/MAXO_0000562>	"Detection of interleukin-5, a cytokine identified as an inflammation suppressant."
<http://purl.obolibrary.org/obo/MAXO_0000018>	"A broad subcategory of medical signs or objective indications of medical state which can be measured accurately and reproducibly."
<http://purl.obolibrary.org/obo/MAXO_0000737>	"A therapy derived from fibric acid that lowers serum LDL cholesterol levels by activating peroxisome proliferator activated receptor alpha (PPARa)."
<http://purl.obolibrary.org/obo/MAXO_0000239>	"Substance intended to kill parasitic worms (helminths)."
<http://purl.obolibrary.org/obo/MAXO_0000530>	"A genetic test to whether a healthy person harbors a recessive mutation in one of their copies of a gene or genes."
<http://purl.obolibrary.org/obo/MAXO_0000705>	"An evaluation by a specialist with expertise in the surgical, medical and rehabilitative care of patients with diseases, injuries, and disorders affecting the hand, wrist and forearm."
<http://purl.obolibrary.org/obo/MAXO_0000713>	"An evaluation with a specialist who focuses on the repair, reconstruction or replacement of physical defects of form or function involving the skin, musculoskeletal system, craniomaxillofacial structures, hand, extremities, breast and trunk and external genitalia or cosmetic enhancement of these areas of the body."
<http://purl.obolibrary.org/obo/MAXO_0000285>	"Use of a compound which stimulates anabolism and inhibits catabolism. Anabolic agents stimulate the development of muscle mass, strength, and power."
<http://purl.obolibrary.org/obo/MAXO_0000253>	"Treatment with a drug used for the treatment and prophylaxis of infection with influenza viruses."
<http://purl.obolibrary.org/obo/MAXO_0000455>	"The use of extreme cold to damage or destroy a body part, pathway, or function. The procedure is performed using small cryogenic probes during surgery, and has recently been applied to solitary sporadic renal tumor lesions."
<http://purl.obolibrary.org/obo/MAXO_0000649>	"Use of a drug which increases blood glucose level."
<http://purl.obolibrary.org/obo/MAXO_0000619>	"Prone positioning improves ventilation-perfusion matching (transferring delivered oxygen into the bloodstream more efficiently) and keeps alveolar units open and evenly distributed at end-expiration (improving gas exchange and preventing ventilator-induced lung injury)."
<http://purl.obolibrary.org/obo/MAXO_0000663>	"Use of a drug that selectively binds to and inhibits AMPA receptors."
<http://purl.obolibrary.org/obo/MAXO_0000449>	"Taking or cutting out solid matter from a body part. The solid matter contained in the definition may be an abnormal byproduct of a biological function or a foreign body. It may be embedded in a body part, or in the lumen of a tubular body part. The solid matter may or may not have been previously broken into pieces."
<http://purl.obolibrary.org/obo/MAXO_0000631>	"A therapy used to neutralize stomach acidity."
<http://purl.obolibrary.org/obo/MAXO_0000133>	"An endoscopic technique that allows deep intubation of the small intestine while using a standard endoscope. An inflatable balloon attached to the endoscope's tip acts as a stabilizer and a second balloon that is advanced ahead of the endoscope acts as a pulling device."
<http://purl.obolibrary.org/obo/MAXO_0000627>	"A superficial loss of sensation in conjunctiva, mucous membranes, or skin, produced by direct application of local anesthetic solutions, ointments, gels or sprays."
<http://purl.obolibrary.org/obo/MAXO_0000575>	"Determination if a patient's background or demographic characteristics makes the patient susceptible to disease."
<http://purl.obolibrary.org/obo/MAXO_0000764>	"Intravenous nutrition intake administered via vein access in a limb."
<http://purl.obolibrary.org/obo/MAXO_0000620>	"A procedure of surgical placement of a catheter, which lumen is usually occupied by a trocar, into the central vein (internal jugular, subclavian, and femoral often used) or veins, to provide vascular access for measurement of hemodynamic variables that cannot be measured accurately by noninvasive means. It also can be used to deliver medications that were too potent or too toxic to be administered through peripheral access, for parenteral nutrition delivery; and for placing wires and pulmonary artery catheters. Central veins are usually cannulated percutaneously. The procedure is associated with many adverse events and has to be performed or supervised by an experienced physician."
<http://purl.obolibrary.org/obo/MAXO_0000482>	"The recommendation of the use of an orthosis or multiple orthoses, which are externally applied device used to modify the structural and functional characteristics of the neuromuscular and skeletal system."
<http://purl.obolibrary.org/obo/MAXO_0000234>	"Treatment with an EC 1.14.14.* (oxidoreductase acting on paired donors, incorporating of 1 atom of oxygen, with reduced flavin or flavoprotein as one donor) inhibitor which interferes with the action of aromatase (EC 1.14.14.14) and so reduces production of estrogenic steroid hormones."
<http://purl.obolibrary.org/obo/MAXO_0000202>	"Use of a class of sulfonamides whose members generally have bacteriostatic antibiotic properties."
<http://purl.obolibrary.org/obo/MAXO_0000676>	"An evaluation by a physician who specializes in Hospice and Palliative Medicine who provides care to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to optimize quality of life while addressing the physical, psychological, social and spiritual needs of both patient and family."
<http://purl.obolibrary.org/obo/MAXO_0000702>	"An evaluation with a specialist who focuses on the health of women before, during and after childbearing years, diagnosing and treating conditions of the reproductive system and associated disorders."
<http://purl.obolibrary.org/obo/MAXO_0000178>	"Use of an agent that prevents blood clotting."
<http://purl.obolibrary.org/obo/MAXO_0000690>	"An evaluation by an internist who deals with infectious diseases of all types and in all organ systems. Infectious disease specialists may also have expertise in preventive medicine and travel medicine."
<http://purl.obolibrary.org/obo/MAXO_0000114>	"Total parenteral nutrition formulated for intravenous administration in patients who cannot eat or cannot get enough nutrients from the foods they eat.  It is a liquid mixture of proteins, carbohydrates, fats, vitamins, minerals and other nutrients."
<http://purl.obolibrary.org/obo/MAXO_0000217>	"Treatment with a therapeutic substance used to counteract the toxic action(s) of a specified xenobiotic."
<http://purl.obolibrary.org/obo/MAXO_0000704>	"An evaluation by a specialist who has expertise in the surgical and medical care for all structures of the musculoskeletal system directly affected by participation in sporting activity. This specialist is proficient in areas including conditioning, training and fitness, athletic performance and the impact of dietary supplements, pharmaceuticals, and nutrition on performance and health, coordination of care within the team setting utilizing other health care professionals, field evaluation and management, soft tissue biomechanics and injury healing and repair. Knowledge and understanding of the principles and techniques of rehabilitation, athletic equipment and orthotic devices enables the specialist to prevent and manage athletic injuries."
<http://purl.obolibrary.org/obo/MAXO_0000556>	"Detection of interleukin-2, a mediator of inflammatory response."
<http://purl.obolibrary.org/obo/MAXO_0000777>	"Addition of iron to the diet by taking ferrous sulfate supplements."
<http://purl.obolibrary.org/obo/MAXO_0000547>	"A procedure by which biological material is obtained from a subject for testing, diagnostic, treatment, or research purposes."
<http://purl.obolibrary.org/obo/MAXO_0000215>	"Treatment with mood-stimulating agents which contain a tricyclic structure and are used primarily in the treatment of affective disorders and related conditions."
<http://purl.obolibrary.org/obo/MAXO_0000031>	"Any medical procedure used to sustain the life of a patient in critical condition."
<http://purl.obolibrary.org/obo/MAXO_0000261>	"Treatment with a class of central nervous system stimulants based on the structure of the parent amphetamine 1-phenylpropan-2-amine."
<http://purl.obolibrary.org/obo/MAXO_0000436>	"Treatment with  a drug that inhibits the action of N-methyl-D-aspartate (NMDA) receptors."
<http://purl.obolibrary.org/obo/MAXO_0000502>	"A procedure involving placement of a tube into the trachea through the mouth or nose in order to provide a patient with oxygen and anesthesia."
<http://purl.obolibrary.org/obo/MAXO_0000657>	"Use of a drug that selectively binds to and inhibits metabotropic glutamate receptors."
<http://purl.obolibrary.org/obo/MAXO_0000660>	"Use of a drug that selectively binds to and regulates metabotropic glutamate receptors (mGluR)."
<http://purl.obolibrary.org/obo/MAXO_0000625>	"A therapy utilizing an inhaled substance that produces loss of consciousness."
<http://purl.obolibrary.org/obo/MAXO_0000173>	"Treatment with a drug used to prevent nausea or vomiting."
<http://purl.obolibrary.org/obo/MAXO_0001008>	"The determination of the number of platelets in a blood sample, usually expressed as platelets per cubic millimeter (cmm) of whole blood."
<http://purl.obolibrary.org/obo/MAXO_0000495>	"Monitoring blood pressure with a sphygmomanometer and a stethoscope to hear blood flow."
<http://purl.obolibrary.org/obo/MAXO_0000569>	"A quantitative measurement of the amount of glucose present in a sample of blood, obtained from a source that has abstained from nutrition, typically at least 8 hours prior to the sample collection time."
<http://purl.obolibrary.org/obo/MAXO_0000583>	"A quantitative measurement of the amount of an electrolyte present in serum."
<http://purl.obolibrary.org/obo/MAXO_0000758>	"Avoid sexual intercourse without the use of precautions to prevent conception or the transmission of sexually transmitted diseases."
<http://purl.obolibrary.org/obo/MAXO_0000505>	"A manual method for maintaining oxygenation using a mask."
<http://purl.obolibrary.org/obo/MAXO_0000551>	"Assay based assessment of a serum sample for detection and concentration (mg/L) C-reactive protein."
<http://purl.obolibrary.org/obo/MAXO_0000726>	"A procedure, also known as sonohysterography or saline infusion sonography, using a minimally invasive ultrasound technique to view the inside of the uterus. Sterile saline is injected into the endometrial cavity thereby distending the endometrial cavity, providing good visualization of the anatomic structures within."
<http://purl.obolibrary.org/obo/MAXO_0000772>	"A recommendation to consume food low in purine content."
<http://purl.obolibrary.org/obo/MAXO_0000228>	"Use of a substance that kills or slows the growth of Mycobacterium tuberculosis and is used in the treatment of tuberculosis."
<http://purl.obolibrary.org/obo/MAXO_0000740>	"Treatment with an agent that works through, or mimics, the action of niacin."
<http://purl.obolibrary.org/obo/MAXO_0000463>	"A form of treatment where a limb or significant portion of the body is immersed in hot water immediately followed by the immersion into cold water. This procedure is repeated several times."
<http://purl.obolibrary.org/obo/MAXO_0000638>	"Treatment with an antiviral agent that destroys or inhibits the replication of the herpes simplex virus-1."
<http://purl.obolibrary.org/obo/MAXO_0000606>	"The determination of the amount of the procalcitonin in a sample."
<http://purl.obolibrary.org/obo/MAXO_0000622>	"Allows delivery of positive-pressure ventilation with a tight-fitting nasal or facial mask that is attached to a continuous positive airway pressure (CPAP) or a bilevel positive airway pressure (BiPAP) machine."
<http://purl.obolibrary.org/obo/MAXO_0000564>	"Detection of tumor necrosis factor-beta (TNF-beta), a cytokine identified as an inflammation suppressant."
<http://purl.obolibrary.org/obo/MAXO_0000311>	"Treatment with a substance intended for administration either on the outer ear or into the auditory canal."
<http://purl.obolibrary.org/obo/MAXO_0000739>	"Therapy that inhibits HMG-CoA reductase inhibitor."
<http://purl.obolibrary.org/obo/MAXO_0000287>	"A drug which acts to modulates estrogenic activity in the body, either by modulating the amount of estrogen or by modulating the activity of whatever estrogen is present."
<http://purl.obolibrary.org/obo/MAXO_0000753>	"The pathologic analysis of samples of bone marrow obtained by bone marrow biopsy and bone marrow aspiration."
<http://purl.obolibrary.org/obo/MAXO_0000080>	"A wide range of techniques and psychotherapies aimed at controlling a person's level of stress."
<http://purl.obolibrary.org/obo/MAXO_0000697>	"An evaluation with a specialist who directs and interprets a wide range of specialized, laboratory biochemical genetic analyses relevant to the diagnosis and management of inherited metabolic disorders. The specialist acts as a consultant regarding laboratory diagnosis on a broad range of inborn errors of metabolism."
<http://purl.obolibrary.org/obo/MAXO_0000507>	"Ventilatory support system using frequencies from 60-900 cycles/min or more. Three types of systems have been distinguished on the basis of rates, volumes, and the system used."
<http://purl.obolibrary.org/obo/MAXO_0000577>	"A questionnaire designed to determine if patient's travel history may impact current health."
<http://purl.obolibrary.org/obo/MAXO_0000324>	"Use of a drug used to produce muscle relaxation (excepting neuromuscular blocking agents). Its primary clinical and therapeutic use is the treatment of muscle spasm and immobility associated with strains, sprains, and injuries of the back and, to a lesser degree, injuries to the neck. Also used for the treatment of a variety of clinical conditions that have in common only the presence of skeletal muscle hyperactivity, for example, the muscle spasms that can occur in multiple sclerosis."
<http://purl.obolibrary.org/obo/MAXO_0000591>	"A technique that detects a particular DNA sequence in order to identify a pathogen (organism or virus) in blood, tissue, urine, or other bodily fluids."
<http://purl.obolibrary.org/obo/MAXO_0000766>	"A recommendation to alter dietary intake where 30% or less of the calories come from fat."
<http://purl.obolibrary.org/obo/MAXO_0000513>	"A rehabilitation therapy for removal of copious mucus secretion from the lung of patients with diseases. The patient's head is placed in a downward incline (so the trachea is inferior to the affected area) for 15 to 20 minute sessions."
<http://purl.obolibrary.org/obo/MAXO_0000734>	"An assessment by a trained non-medical health professional who specializes in the identification, testing, habilitation and rehabilitation of hearing loss and other auditory and balance disorders. Particularly, an audiologist may be involved in diagnostic and screening procedures to determine hearing deficits, as well as in assessment of amplification devices and instruction in their care, training in speechreading, and may serve as consultant to government and industry on issues concerning environmental, noise-induced hearing loss."
<http://purl.obolibrary.org/obo/MAXO_0000250>	"Treatment with a substance structurally unlike a nucleoside molecule that is capable of inhibiting the function of a reverse transcriptase. These compounds do not bind to the active site of the polymerase but in a less conserved pocket near the active site, causing a distortion in the shape of the active site and resulting in inhibition of enzymatic function, chain termination, and inhibition of viral replication."
<http://purl.obolibrary.org/obo/MAXO_0000742>	"Treatment with a benzothiadiazide derivative or other thiazide-like agent with diuretic and anti-hypertensive activity."
<http://purl.obolibrary.org/obo/MAXO_0000755>	"The sampling and analysis of non-solid biological tissue often through rapid and non-invasive methods, which allows the assessment in real-time of the evolving landscape of cancer."
<http://purl.obolibrary.org/obo/MAXO_0000194>	"Use of a narcotic or opioid substance, synthetic or semisynthetic agent producing profound analgesia, drowsiness, and changes in mood."
<http://purl.obolibrary.org/obo/MAXO_0000558>	"Detection of interleukin-12 levels, an inflammatory cytokine."
<http://purl.obolibrary.org/obo/MAXO_0000074>	"A procedure to measure pancreatic secretion to discriminate between pancreatic and nonpancreatic causes of malabsorption."
<http://purl.obolibrary.org/obo/MAXO_0000249>	"Treatment with a drug which interferes with the binding, fusion and entry of an HIV virion to a human cell. By blocking this step in HIV's replication cycle, such agents slow the progression from HIV infection to AIDS."
<http://purl.obolibrary.org/obo/MAXO_0000231>	"Use of an agent or endogenous substance that inhibits the formation of capillaries from existing blood vessels."
<http://purl.obolibrary.org/obo/MAXO_0000129>	"An examination of tissue removed from the body to assess the presence, cause, or extent of a disease."
<http://purl.obolibrary.org/obo/MAXO_0000709>	"An evaluation with a specialist who possesses special skills, training and experience to foster understanding and promotion of optimal development of children and families through research, education, clinical care and advocacy efforts. This physician assists in the prevention, diagnosis and management of developmental difficulties and problematic behaviors in children and in the family dysfunctions that compromise children’s development."
<http://purl.obolibrary.org/obo/MAXO_0000534>	"A prenatal diagnostic procedure in which a small sample of amniotic fluid is removed from the uterus by a needle inserted into the abdomen. This procedure is used to detect various genetic abnormalities in the fetus and/or the sex of the fetus."
<http://purl.obolibrary.org/obo/MAXO_0000244>	"Treatment with a drug which can have different modes of action but which tend to be more likely than second generation antipsychotics to cause extrapyramidal motor control disabilities such as body rigidity or Parkinson's disease-type movements; such body movements can become permanent even after treatment has ceased."
<http://purl.obolibrary.org/obo/MAXO_0000290>	"Use of a drug to treat hyperparathyroidism by reducing the excessive production of parathyroid hormones."
<http://purl.obolibrary.org/obo/MAXO_0000137>	"A technique for measuring the gamma radiation produced by collisions of electrons and positrons (anti-electrons) within living tissue. In positron emission tomography (PET), a subject is given a dose of a positron-emitting radionuclide attached to a metabolically active substance (for example, 2-fluoro-2-deoxy-D-glucose (FDG), which is similar to a naturally occurring sugar, glucose, with the addition of a radioactive fluorine atom). When living tissue containing the positron emitter is bombarded by electrons, gamma radiation produced by collisions of electrons and positrons is detected by a scanner, revealing in fine detail the tissue location of the metabolically-active substance administered."
<http://purl.obolibrary.org/obo/MAXO_0000598>	"The administration of oxygen to an individual, usually to aid in respiration by means of a nasal cannula."
<http://purl.obolibrary.org/obo/MAXO_0000313>	"Use of drugs that bind to but do not activate histamine receptors, thereby blocking the actions of histamine or histamine agonists."
